년도,시군구코드,시도명,,폴리곤,총사고건수,총사망자수,총중상자수,총경상자수,총부상신고자수,사고분석유형명,중심점UTMK X좌표,중심점UTMK Y좌표
2019,27290,대구광역시 달서구내에서 2019년도에 반경50m 이내 다른사고14건 이상 발생지역,58893,"POLYGON  (( 1093698.76410000 1760521.14270000, 1093706.77850000 1760525.42650000, 1093714.35530000 1760531.64470000, 1093720.57350000 1760539.22150000, 1093723.37130000 1760544.45590000, 1093728.00000000 1760544.00000000, 1093737.75450000 1760544.96070000",34,0,11,45,4,U턴중 / 기타 / 안전거리미확보,1093656,1760607
2019,27290,대구광역시 달서구내에서 2019년도에 반경50m 이내 다른사고14건 이상 발생지역,58894,"POLYGON  (( 1093176.55830000 1760529.54740000, 1093180.75450000 1760529.96070000, 1093190.13420000 1760532.80600000, 1093198.77850000 1760537.42650000, 1093206.35530000 1760543.64470000, 1093212.57350000 1760551.22150000, 1093217.19400000 1760559.86580000",29,0,3,52,12,기타 / 안전거리미확보,1093093,1760585
2019,27290,대구광역시 달서구내에서 2019년도에 반경50m 이내 다른사고14건 이상 발생지역,58895,"POLYGON  (( 1092227.92620000 1762858.83290000, 1092231.13420000 1762859.80600000, 1092239.77850000 1762864.42650000, 1092247.35530000 1762870.64470000, 1092253.57350000 1762878.22150000, 1092258.19400000 1762886.86580000, 1092260.46150000 1762894.34090000",19,0,5,17,2,U턴중 / 기타 / 안전거리미확보,1092215,1762950
2019,27290,대구광역시 달서구내에서 2019년도에 반경50m 이내 다른사고14건 이상 발생지역,58896,"POLYGON  (( 1089650.73880000 1762049.66370000, 1089653.75450000 1762049.96070000, 1089663.13420000 1762052.80600000, 1089671.77850000 1762057.42650000, 1089679.35530000 1762063.64470000, 1089685.57350000 1762071.22150000, 1089690.19400000 1762079.86580000",27,0,9,27,7,U턴중 / 기타 / 안전거리미확보,1089581,1762128
2019,27290,대구광역시 달서구내에서 2019년도에 반경50m 이내 다른사고14건 이상 발생지역,58897,"POLYGON  (( 1089617.39590000 1762919.53140000, 1089621.75450000 1762919.96070000, 1089624.06210000 1762920.66070000, 1089629.22150000 1762916.42650000, 1089637.86580000 1762911.80600000, 1089647.24550000 1762908.96070000, 1089657.00000000 1762908.00000000",26,0,6,31,1,기타 / 안전거리미확보,1089593,1762989
2019,27290,대구광역시 달서구내에서 2019년도에 반경50m 이내 다른사고14건 이상 발생지역,58898,"POLYGON  (( 1091804.77850000 1761976.42650000, 1091810.45150000 1761981.08220000, 1091816.13420000 1761982.80600000, 1091824.77850000 1761987.42650000, 1091832.35530000 1761993.64470000, 1091838.57350000 1762001.22150000, 1091843.19400000 1762009.86580000",21,0,2,42,7,기타 / 안전거리미확보,1091745,1762047
2019,27290,대구광역시 달서구내에서 2019년도에 반경50m 이내 다른사고14건 이상 발생지역,58899,"POLYGON  (( 1092634.50000000 1761768.34470000, 1092638.00000000 1761768.00000000, 1092647.75450000 1761768.96070000, 1092657.13420000 1761771.80600000, 1092662.91320000 1761774.89500000, 1092672.00000000 1761774.00000000, 1092681.75450000 1761774.96070000",17,0,2,30,2,기타 / 안전거리미확보,1092633,1761834
2019,27290,대구광역시 달서구내에서 2019년도에 반경50m 이내 다른사고14건 이상 발생지역,58900,"POLYGON  (( 1093126.37610000 1761852.05930000, 1093132.13420000 1761853.80600000, 1093140.77850000 1761858.42650000, 1093147.83020000 1761864.21370000, 1093150.00000000 1761864.00000000, 1093159.75450000 1761864.96070000, 1093169.13420000 1761867.80600000",46,0,17,44,14,U턴중 / 기타 / 신호위반,1093092,1761913
2019,27290,대구광역시 달서구내에서 2019년도에 반경50m 이내 다른사고14건 이상 발생지역,58901,"POLYGON  (( 1093465.62650000 1761908.13530000, 1093467.00000000 1761908.00000000, 1093476.75450000 1761908.96070000, 1093486.13420000 1761911.80600000, 1093494.77850000 1761916.42650000, 1093502.35530000 1761922.64470000, 1093506.97980000 1761928.27960000",111,0,30,181,16,U턴중 / 과속 / 기타,1093709,1762055
2019,27710,대구광역시 달성군내에서 2019년도에 반경100m 이내 다른사고8건 이상 발생지역,58903,"POLYGON  (( 1090194.44610000 1756680.25150000, 1090197.00000000 1756680.00000000, 1090216.50900000 1756681.92150000, 1090235.26830000 1756687.61200000, 1090252.55700000 1756696.85300000, 1090267.71070000 1756709.28930000, 1090275.28270000 1756718.51590000",24,0,4,30,2,U턴중 / 기타 / 안전거리미확보,1090292,1756853
2019,27710,대구광역시 달성군내에서 2019년도에 반경100m 이내 다른사고8건 이상 발생지역,58904,"POLYGON  (( 1088366.48940000 1764575.25230000, 1088374.26830000 1764577.61200000, 1088391.55700000 1764586.85300000, 1088406.71070000 1764599.28930000, 1088419.14700000 1764614.44300000, 1088428.38800000 1764631.73170000, 1088434.07850000 1764650.49100000",10,0,1,13,1,U턴중 / 기타,1088270,1764641
2019,27710,대구광역시 달성군내에서 2019년도에 반경100m 이내 다른사고8건 이상 발생지역,58905,"POLYGON  (( 1090137.25860000 1764492.48640000, 1090143.55700000 1764495.85300000, 1090158.71070000 1764508.28930000, 1090171.14700000 1764523.44300000, 1090180.38800000 1764540.73170000, 1090186.07850000 1764559.49100000, 1090188.00000000 1764579.00000000",12,0,4,8,2,기타,1090044,1764633
2019,27710,대구광역시 달성군내에서 2019년도에 반경100m 이내 다른사고8건 이상 발생지역,58906,"POLYGON  (( 1087333.00000000 1762698.00000000, 1087331.07850000 1762717.50900000, 1087325.38800000 1762736.26830000, 1087324.94260000 1762737.10150000, 1087327.50200000 1762740.22010000, 1087330.55700000 1762741.85300000, 1087345.71070000 1762754.28930000",43,0,17,50,4,U턴중 / 기타 / 신호위반,1087045,1762925
2019,28110,인천광역시 중구내에서 2019년도에 반경50m 이내 다른사고6건 이상 발생지역,58908,"POLYGON  (( 922631.00000000 1939259.00000000, 922630.03930000 1939268.75450000, 922629.24790000 1939271.36340000, 922630.00000000 1939279.00000000, 922629.03930000 1939288.75450000, 922628.57940000 1939290.27050000, 922628.03930000 1939295.75450000, 92262",15,0,9,14,0,기타,922573,1939299
2019,28110,인천광역시 중구내에서 2019년도에 반경50m 이내 다른사고6건 이상 발생지역,58909,"POLYGON  (( 922826.41350000 1939651.58960000, 922828.57350000 1939654.22150000, 922833.19400000 1939662.86580000, 922836.03930000 1939672.24550000, 922836.26850000 1939674.57340000, 922836.35530000 1939674.64470000, 922842.47500000 1939682.10150000, 92284",9,1,3,5,0,기타 / 신호위반,922794,1939715
2019,28110,인천광역시 중구내에서 2019년도에 반경50m 이내 다른사고6건 이상 발생지역,58910,"POLYGON  (( 923110.13420000 1940196.80600000, 923111.19450000 1940197.37280000, 923117.22150000 1940192.42650000, 923125.86580000 1940187.80600000, 923135.24550000 1940184.96070000, 923145.00000000 1940184.00000000, 923154.75450000 1940184.96070000, 92316",15,0,8,18,0,U턴중 / 기타 / 안전거리미확보,923105,1940278
2019,28110,인천광역시 중구내에서 2019년도에 반경50m 이내 다른사고6건 이상 발생지역,58911,"POLYGON  (( 923604.00000000 1941843.00000000, 923603.03930000 1941852.75450000, 923600.19400000 1941862.13420000, 923595.57350000 1941870.77850000, 923595.41140000 1941870.97600000, 923595.03930000 1941874.75450000, 923592.19400000 1941884.13420000, 92358",8,0,0,13,0,기타 / 안전거리미확보,923527,1941863
2019,28110,인천광역시 중구내에서 2019년도에 반경50m 이내 다른사고6건 이상 발생지역,58912,"POLYGON  (( 909840.17540000 1944207.21430000, 909847.75450000 1944207.96070000, 909857.13420000 1944210.80600000, 909858.28700000 1944211.42220000, 909863.75450000 1944211.96070000, 909873.13420000 1944214.80600000, 909881.77850000 1944219.42650000, 90988",7,0,1,10,0,기타 / 신호위반 / 안전거리미확보,909829,1944255
2019,28110,인천광역시 중구내에서 2019년도에 반경50m 이내 다른사고6건 이상 발생지역,58913,"POLYGON  (( 910336.00000000 1944467.00000000, 910335.35980000 1944473.50000000, 910335.57940000 1944475.72950000, 910336.03930000 1944477.24550000, 910337.00000000 1944487.00000000, 910336.03930000 1944496.75450000, 910333.19400000 1944506.13420000, 91032",8,0,2,10,0,기타,910269,1944500
2019,28110,인천광역시 중구내에서 2019년도에 반경50m 이내 다른사고6건 이상 발생지역,58914,"POLYGON  (( 921849.34050000 1942118.26190000, 921852.00000000 1942118.00000000, 921861.75450000 1942118.96070000, 921871.13420000 1942121.80600000, 921879.77850000 1942126.42650000, 921887.35530000 1942132.64470000, 921893.57350000 1942140.22150000, 92189",7,0,2,6,0,기타 / 안전거리미확보,921826,1942175
2019,28110,인천광역시 중구내에서 2019년도에 반경50m 이내 다른사고6건 이상 발생지역,58915,"POLYGON  (( 923674.00000000 1940867.00000000, 923673.03930000 1940876.75450000, 923670.19400000 1940886.13420000, 923665.57350000 1940894.77850000, 923659.35530000 1940902.35530000, 923651.77850000 1940908.57350000, 923643.13420000 1940913.19400000, 92363",7,0,6,6,1,기타 / 신호위반,923597,1940917
2019,28110,인천광역시 중구내에서 2019년도에 반경50m 이내 다른사고6건 이상 발생지역,58916,"POLYGON  (( 923413.70780000 1940927.16660000, 923421.86580000 1940922.80600000, 923431.24550000 1940919.96070000, 923441.00000000 1940919.00000000, 923450.75450000 1940919.96070000, 923460.13420000 1940922.80600000, 923468.77850000 1940927.42650000, 92347",15,1,10,20,1,U턴중 / 기타 / 신호위반,923347,1941002
2019,28140,인천광역시 동구내에서 2019년도에 반경50m 이내 다른사고4건 이상 발생지역,58918,"POLYGON  (( 924402.47850000 1942137.64230000, 924409.00000000 1942137.00000000, 924418.75450000 1942137.96070000, 924428.13420000 1942140.80600000, 924436.77850000 1942145.42650000, 924444.35530000 1942151.64470000, 924450.57350000 1942159.22150000, 92445",5,0,1,9,0,기타,924376,1942192
2019,28140,인천광역시 동구내에서 2019년도에 반경50m 이내 다른사고4건 이상 발생지역,58919,"POLYGON  (( 923425.00000000 1942280.00000000, 923424.95400000 1942280.46670000, 923425.57350000 1942281.22150000, 923430.19400000 1942289.86580000, 923432.44740000 1942297.29430000, 923434.13420000 1942297.80600000, 923442.77850000 1942302.42650000, 92345",6,0,2,4,0,기타,923381,1942313
2019,28140,인천광역시 동구내에서 2019년도에 반경50m 이내 다른사고4건 이상 발생지역,58920,"POLYGON  (( 924711.75450000 1943880.17280000, 924719.75450000 1943880.96070000, 924729.13420000 1943883.80600000, 924737.77850000 1943888.42650000, 924745.35530000 1943894.64470000, 924751.57350000 1943902.22150000, 924756.19400000 1943910.86580000, 92475",9,2,2,12,0,기타 / 안전거리미확보,924670,1943946
2019,28140,인천광역시 동구내에서 2019년도에 반경50m 이내 다른사고4건 이상 발생지역,58921,"POLYGON  (( 924375.04840000 1943243.11010000, 924378.97200000 1943246.33010000, 924387.13420000 1943248.80600000, 924395.77850000 1943253.42650000, 924403.35530000 1943259.64470000, 924409.57350000 1943267.22150000, 924414.19400000 1943275.86580000, 92441",5,0,3,8,0,기타 / 안전거리미확보,924348,1943284
2019,28140,인천광역시 동구내에서 2019년도에 반경50m 이내 다른사고4건 이상 발생지역,58922,"POLYGON  (( 924560.00000000 1943388.00000000, 924559.03930000 1943397.75450000, 924556.19400000 1943407.13420000, 924551.57350000 1943415.77850000, 924545.35530000 1943423.35530000, 924543.88400000 1943424.56280000, 924542.19400000 1943430.13420000, 92453",5,0,1,7,0,U턴중 / 기타,924486,1943407
2019,28140,인천광역시 동구내에서 2019년도에 반경50m 이내 다른사고4건 이상 발생지역,58923,"POLYGON  (( 925674.09240000 1942907.06320000, 925683.13420000 1942909.80600000, 925691.77850000 1942914.42650000, 925699.35530000 1942920.64470000, 925705.57350000 1942928.22150000, 925710.19400000 1942936.86580000, 925713.03930000 1942946.24550000, 92571",9,0,0,14,1,U턴중 / 기타 / 안전거리미확보,925629,1942954
2019,28177,인천광역시 미추홀구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,58925,"POLYGON  (( 927437.10850000 1938974.99930000, 927439.77850000 1938976.42650000, 927447.35530000 1938982.64470000, 927453.57350000 1938990.22150000, 927458.19400000 1938998.86580000, 927461.03930000 1939008.24550000, 927461.59340000 1939013.87130000, 92746",22,0,4,19,7,기타 / 안전거리미확보,927394,1939061
2019,28177,인천광역시 미추홀구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,58926,"POLYGON  (( 928318.13790000 1940077.38040000, 928322.00000000 1940077.00000000, 928331.75450000 1940077.96070000, 928341.13420000 1940080.80600000, 928349.77850000 1940085.42650000, 928357.35530000 1940091.64470000, 928363.57350000 1940099.22150000, 92836",14,1,5,12,3,기타 / 신호위반 / 안전거리미확보,928307,1940163
2019,28177,인천광역시 미추홀구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,58927,"POLYGON  (( 926407.01510000 1939502.78940000, 926408.75450000 1939502.96070000, 926410.50000000 1939503.49020000, 926412.24550000 1939502.96070000, 926422.00000000 1939502.00000000, 926431.75450000 1939502.96070000, 926441.13420000 1939505.80600000, 92644",17,0,2,24,0,기타 / 신호위반,926378,1939556
2019,28177,인천광역시 미추홀구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,58928,"POLYGON  (( 926904.88510000 1940490.38260000, 926910.75450000 1940490.96070000, 926920.13420000 1940493.80600000, 926928.77850000 1940498.42650000, 926936.35530000 1940504.64470000, 926942.57350000 1940512.22150000, 926947.19400000 1940520.86580000, 92695",15,0,2,17,0,기타 / 안전거리미확보,926857,1940547
2019,28177,인천광역시 미추홀구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,58929,"POLYGON  (( 924293.00000000 1940637.00000000, 924292.03930000 1940646.75450000, 924289.19400000 1940656.13420000, 924284.57350000 1940664.77850000, 924283.16260000 1940666.49770000, 924284.00000000 1940675.00000000, 924283.35450000 1940681.55360000, 92428",22,0,7,22,1,U턴중 / 기타 / 신호위반,924205,1940674
2019,28177,인천광역시 미추홀구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,58930,"POLYGON  (( 927501.46630000 1940113.05260000, 927502.00000000 1940113.00000000, 927511.75450000 1940113.96070000, 927521.13420000 1940116.80600000, 927529.77850000 1940121.42650000, 927537.35530000 1940127.64470000, 927543.57350000 1940135.22150000, 92754",30,0,5,41,1,기타 / 신호위반 / 안전거리미확보,927504,1940225
2019,28185,인천광역시 연수구내에서 2019년도에 반경50m 이내 다른사고6건 이상 발생지역,58932,"POLYGON  (( 924398.93040000 1932768.29360000, 924401.03930000 1932775.24550000, 924402.00000000 1932785.00000000, 924401.03930000 1932794.75450000, 924398.19400000 1932804.13420000, 924395.67920000 1932808.83890000, 924396.77850000 1932809.42650000, 92440",6,0,0,13,0,기타 / 안전거리미확보,924347,1932810
2019,28185,인천광역시 연수구내에서 2019년도에 반경50m 이내 다른사고6건 이상 발생지역,58933,"POLYGON  (( 924616.00000000 1933015.00000000, 924615.03930000 1933024.75450000, 924612.19400000 1933034.13420000, 924607.57350000 1933042.77850000, 924607.36720000 1933043.02990000, 924608.03930000 1933045.24550000, 924609.00000000 1933055.00000000, 92460",7,0,3,6,0,기타 / 신호위반 / 안전거리미확보,924553,1933043
2019,28185,인천광역시 연수구내에서 2019년도에 반경50m 이내 다른사고6건 이상 발생지역,58934,"POLYGON  (( 928111.32490000 1935037.24000000, 928112.24550000 1935036.96070000, 928122.00000000 1935036.00000000, 928131.75450000 1935036.96070000, 928141.13420000 1935039.80600000, 928149.77850000 1935044.42650000, 928157.35530000 1935050.64470000, 92816",6,0,0,13,0,기타 / 안전거리미확보,928100,1935086
2019,28185,인천광역시 연수구내에서 2019년도에 반경50m 이내 다른사고6건 이상 발생지역,58935,"POLYGON  (( 927080.22470000 1935176.92350000, 927083.13420000 1935177.80600000, 927091.77850000 1935182.42650000, 927099.35530000 1935188.64470000, 927105.57350000 1935196.22150000, 927110.19400000 1935204.86580000, 927113.03930000 1935214.24550000, 92711",8,0,4,5,1,U턴중 / 기타 / 안전거리미확보,927044,1935247
2019,28185,인천광역시 연수구내에서 2019년도에 반경50m 이내 다른사고6건 이상 발생지역,58936,"POLYGON  (( 929083.92820000 1936238.87940000, 929084.75450000 1936238.96070000, 929094.13420000 1936241.80600000, 929102.77850000 1936246.42650000, 929110.35530000 1936252.64470000, 929116.57350000 1936260.22150000, 929121.19400000 1936268.86580000, 92912",14,0,3,17,2,기타 / 안전거리미확보,929037,1936302
2019,28185,인천광역시 연수구내에서 2019년도에 반경50m 이내 다른사고6건 이상 발생지역,58937,"POLYGON  (( 926390.92620000 1936053.83290000, 926394.13420000 1936054.80600000, 926402.77850000 1936059.42650000, 926410.35530000 1936065.64470000, 926416.57350000 1936073.22150000, 926421.19400000 1936081.86580000, 926424.03930000 1936091.24550000, 92642",10,1,3,9,0,기타 / 안전거리미확보,926385,1936146
2019,28185,인천광역시 연수구내에서 2019년도에 반경50m 이내 다른사고6건 이상 발생지역,58938,"POLYGON  (( 927413.13130000 1934820.87350000, 927422.00000000 1934820.00000000, 927431.75450000 1934820.96070000, 927441.13420000 1934823.80600000, 927449.77850000 1934828.42650000, 927457.35530000 1934834.64470000, 927458.70760000 1934836.29240000, 92746",9,0,2,13,1,기타 / 안전거리미확보,927404,1934888
2019,28185,인천광역시 연수구내에서 2019년도에 반경50m 이내 다른사고6건 이상 발생지역,58939,"POLYGON  (( 926643.54550000 1934721.09490000, 926649.77850000 1934724.42650000, 926657.35530000 1934730.64470000, 926659.52880000 1934733.29310000, 926659.77850000 1934733.42650000, 926667.35530000 1934739.64470000, 926673.57350000 1934747.22150000, 92667",6,0,2,6,0,기타,926616,1934769
2019,28185,인천광역시 연수구내에서 2019년도에 반경50m 이내 다른사고6건 이상 발생지역,58940,"POLYGON  (( 929172.00000000 1936701.00000000, 929171.75290000 1936703.50890000, 929174.35530000 1936705.64470000, 929175.70760000 1936707.29240000, 929177.35530000 1936708.64470000, 929183.57350000 1936716.22150000, 929188.19400000 1936724.86580000, 92919",8,0,1,9,0,기타 / 안전거리미확보,929120,1936759
2019,28185,인천광역시 연수구내에서 2019년도에 반경50m 이내 다른사고6건 이상 발생지역,58941,"POLYGON  (( 926533.89990000 1936494.30820000, 926542.13420000 1936496.80600000, 926550.77850000 1936501.42650000, 926558.35530000 1936507.64470000, 926564.57350000 1936515.22150000, 926569.19400000 1936523.86580000, 926572.03930000 1936533.24550000, 92657",9,0,1,12,0,기타,926501,1936559
2019,28185,인천광역시 연수구내에서 2019년도에 반경50m 이내 다른사고6건 이상 발생지역,58942,"POLYGON  (( 923568.00000000 1937143.00000000, 923567.03930000 1937152.75450000, 923566.22470000 1937155.43980000, 923570.19400000 1937162.86580000, 923573.03930000 1937172.24550000, 923574.00000000 1937182.00000000, 923573.03930000 1937191.75450000, 92357",9,0,0,13,0,기타 / 안전거리미확보,923500,1937179
2019,28185,인천광역시 연수구내에서 2019년도에 반경50m 이내 다른사고6건 이상 발생지역,58943,"POLYGON  (( 924513.65710000 1937175.68910000, 924518.77850000 1937178.42650000, 924526.35530000 1937184.64470000, 924532.57350000 1937192.22150000, 924537.19400000 1937200.86580000, 924540.03930000 1937210.24550000, 924541.00000000 1937220.00000000, 92454",9,0,1,12,0,기타,924470,1937212
2019,28185,인천광역시 연수구내에서 2019년도에 반경50m 이내 다른사고6건 이상 발생지역,58944,"POLYGON  (( 925573.64490000 1936792.35510000, 925573.77850000 1936792.42650000, 925581.35530000 1936798.64470000, 925587.57350000 1936806.22150000, 925592.19400000 1936814.86580000, 925595.03930000 1936824.24550000, 925596.00000000 1936834.00000000, 92559",8,0,2,15,0,U턴중 / 기타,925507,1936830
2019,28200,인천광역시 남동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,58946,"POLYGON  (( 931360.64830000 1933757.65860000, 931366.24550000 1933755.96070000, 931376.00000000 1933755.00000000, 931385.75450000 1933755.96070000, 931395.13420000 1933758.80600000, 931400.62760000 1933761.74230000, 931404.13420000 1933762.80600000, 93141",15,0,4,13,1,U턴중 / 기타 / 안전거리미확보,931345,1933833
2019,28200,인천광역시 남동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,58947,"POLYGON  (( 929295.86290000 1938541.13710000, 929301.35530000 1938545.64470000, 929307.57350000 1938553.22150000, 929312.19400000 1938561.86580000, 929315.03930000 1938571.24550000, 929316.00000000 1938581.00000000, 929315.03930000 1938590.75450000, 92931",19,0,7,22,1,기타 / 신호위반 / 안전거리미확보,929260,1938612
2019,28200,인천광역시 남동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,58948,"POLYGON  (( 929858.67230000 1938424.44280000, 929861.35530000 1938426.64470000, 929867.57350000 1938434.22150000, 929872.19400000 1938442.86580000, 929872.34390000 1938443.36010000, 929876.00000000 1938443.00000000, 929885.75450000 1938443.96070000, 92989",16,0,7,20,0,U턴중 / 기타 / 안전거리미확보,929824,1938487
2019,28200,인천광역시 남동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,58949,"POLYGON  (( 933241.41720000 1938904.23340000, 933241.77850000 1938904.42650000, 933249.35530000 1938910.64470000, 933255.57350000 1938918.22150000, 933257.71350000 1938922.22520000, 933260.00000000 1938922.00000000, 933269.75450000 1938922.96070000, 93327",19,0,6,22,4,기타,933218,1938974
2019,28200,인천광역시 남동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,58950,"POLYGON  (( 932270.09240000 1939677.06320000, 932279.13420000 1939679.80600000, 932287.77850000 1939684.42650000, 932295.35530000 1939690.64470000, 932301.57350000 1939698.22150000, 932306.19400000 1939706.86580000, 932309.03930000 1939716.24550000, 93230",20,0,7,20,1,기타 / 안전거리미확보,932230,1939739
2019,28200,인천광역시 남동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,58951,"POLYGON  (( 930972.03470000 1939819.47250000, 930973.13420000 1939819.80600000, 930981.77850000 1939824.42650000, 930989.35530000 1939830.64470000, 930995.57350000 1939838.22150000, 931000.19400000 1939846.86580000, 931003.03930000 1939856.24550000, 93100",24,0,5,21,2,U턴중 / 기타 / 안전거리미확보,930930,1939911
2019,28200,인천광역시 남동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,58952,"POLYGON  (( 930870.11040000 1939115.79880000, 930871.75450000 1939115.96070000, 930874.83060000 1939116.89390000, 930876.86580000 1939115.80600000, 930886.24550000 1939112.96070000, 930896.00000000 1939112.00000000, 930905.75450000 1939112.96070000, 93091",14,0,3,19,0,U턴중 / 기타 / 안전거리미확보,930889,1939190
2019,28200,인천광역시 남동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,58953,"POLYGON  (( 929910.07750000 1939119.87880000, 929919.00000000 1939119.00000000, 929928.75450000 1939119.96070000, 929938.13420000 1939122.80600000, 929946.77850000 1939127.42650000, 929954.35530000 1939133.64470000, 929960.57350000 1939141.22150000, 92996",30,1,11,41,2,U턴중 / 기타 / 신호위반,929916,1939236
2019,28200,인천광역시 남동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,58954,"POLYGON  (( 933311.40260000 1939196.15730000, 933313.00000000 1939196.00000000, 933322.75450000 1939196.96070000, 933332.13420000 1939199.80600000, 933340.77850000 1939204.42650000, 933348.35530000 1939210.64470000, 933354.57350000 1939218.22150000, 93335",14,1,3,17,2,기타,933309,1939273
2019,28200,인천광역시 남동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,58955,"POLYGON  (( 929695.30840000 1939237.24290000, 929698.57350000 1939241.22150000, 929703.19400000 1939249.86580000, 929706.03930000 1939259.24550000, 929707.00000000 1939269.00000000, 929706.03930000 1939278.75450000, 929703.19400000 1939288.13420000, 92969",12,0,0,21,0,기타 / 안전거리미확보,929618,1939269
2019,28200,인천광역시 남동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,58956,"POLYGON  (( 930034.00000000 1940801.00000000, 930033.03930000 1940810.75450000, 930031.45330000 1940815.98260000, 930036.57350000 1940822.22150000, 930041.19400000 1940830.86580000, 930044.03930000 1940840.24550000, 930045.00000000 1940850.00000000, 93004",19,1,4,18,0,기타 / 안전거리미확보,929963,1940869
2019,28200,인천광역시 남동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,58957,"POLYGON  (( 929512.55630000 1940804.06020000, 929516.19400000 1940810.86580000, 929519.03930000 1940820.24550000, 929519.74530000 1940827.41380000, 929521.97740000 1940831.58970000, 929529.35530000 1940837.64470000, 929535.57350000 1940845.22150000, 92954",14,0,3,16,1,기타 / 안전거리미확보,929465,1940863
2019,28200,인천광역시 남동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,58958,"POLYGON  (( 933785.26840000 1940528.11130000, 933788.35530000 1940530.64470000, 933794.57350000 1940538.22150000, 933796.08990000 1940541.05840000, 933796.77850000 1940541.42650000, 933804.35530000 1940547.64470000, 933806.55720000 1940550.32770000, 93380",16,0,3,20,0,기타 / 안전거리미확보,933749,1940577
2019,28200,인천광역시 남동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,58959,"POLYGON  (( 930021.69850000 1941101.93890000, 930022.19400000 1941102.86580000, 930024.18770000 1941109.43820000, 930029.77850000 1941112.42650000, 930037.35530000 1941118.64470000, 930043.57350000 1941126.22150000, 930048.19400000 1941134.86580000, 93005",22,0,4,25,1,기타 / 안전거리미확보,929970,1941164
2019,28200,인천광역시 남동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,58960,"POLYGON  (( 929380.95910000 1940364.68470000, 929383.19400000 1940368.86580000, 929384.16710000 1940372.07380000, 929386.19400000 1940375.86580000, 929389.03930000 1940385.24550000, 929390.00000000 1940395.00000000, 929389.03930000 1940404.75450000, 92938",15,0,4,17,0,U턴중 / 기타,929313,1940396
2019,28200,인천광역시 남동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,58961,"POLYGON  (( 931086.00000000 1940420.00000000, 931085.23950000 1940427.72200000, 931090.57350000 1940434.22150000, 931092.08990000 1940437.05840000, 931092.77850000 1940437.42650000, 931100.35530000 1940443.64470000, 931106.57350000 1940451.22150000, 93111",26,0,7,33,0,U턴중 / 기타 / 안전거리미확보,931020,1940499
2019,28237,인천광역시 부평구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,58963,"POLYGON  (( 930035.00000000 1943254.00000000, 930034.03930000 1943263.75450000, 930031.19400000 1943273.13420000, 930026.57350000 1943281.77850000, 930020.35530000 1943289.35530000, 930019.71640000 1943289.87970000, 930019.03930000 1943296.75450000, 93001",16,0,4,18,0,기타,929961,1943318
2019,28237,인천광역시 부평구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,58964,"POLYGON  (( 931275.75130000 1943789.56650000, 931279.75450000 1943789.96070000, 931289.13420000 1943792.80600000, 931297.77850000 1943797.42650000, 931303.11860000 1943801.80900000, 931306.86580000 1943799.80600000, 931316.24550000 1943796.96070000, 93132",23,0,5,30,1,기타 / 안전거리미확보,931312,1943871
2019,28237,인천광역시 부평구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,58965,"POLYGON  (( 931155.05990000 1945549.94010000, 931158.35530000 1945552.64470000, 931164.57350000 1945560.22150000, 931169.19400000 1945568.86580000, 931172.03930000 1945578.24550000, 931172.14160000 1945579.28430000, 931173.00070000 1945580.89150000, 93117",18,0,6,19,0,기타,931113,1945632
2019,28237,인천광역시 부평구내에서 2019년도에 반경50m 이내 다른사고12건 이상 발생지역,58966,"POLYGON  (( 931909.43330000 1943330.57170000, 931910.86580000 1943329.80600000, 931920.24550000 1943326.96070000, 931930.00000000 1943326.00000000, 931939.75450000 1943326.96070000, 931949.13420000 1943329.80600000, 931957.77850000 1943334.42650000, 93196",17,1,1,20,1,U턴중 / 기타,931878,1943396
